cms_prescription_counts,provider_variables,npi
"{'ATORVASTATIN CALCIUM': 68, 'NAPROXEN': 15, 'METFORMIN HCL': 65, 'CEFDINIR': 16, 'LISINOPRIL-HYDROCHLOROTHIAZIDE': 69, 'LACTULOSE': 11, 'EXFORGE': 19, 'METOCLOPRAMIDE HCL': 12, 'ZOLPIDEM TARTRATE': 11, 'NADOLOL': 11, 'LOSARTAN POTASSIUM': 54, 'FLUTICASONE PROPIONATE': 19, 'PANTOPRAZOLE SODIUM': 64, 'TRIAMTERENE-HCTZ': 35, 'ALENDRONATE SODIUM': 23, 'CLONIDINE HCL': 43, 'PROMETHAZINE HCL': 31, 'LEVOTHYROXINE SODIUM': 128, 'FLUOXETINE HCL': 15, 'POTASSIUM CHLORIDE': 53, 'NEXIUM': 34, 'PAROXETINE HCL': 21, 'RANITIDINE HCL': 21, 'TAMSULOSIN HCL': 32, 'SULFAMETHOXAZOLE-TRIMETHOPRIM': 21, 'METOPROLOL TARTRATE': 18, 'WARFARIN SODIUM': 23, 'ALLOPURINOL': 22, 'IBUPROFEN': 11, 'CLOPIDOGREL': 23, 'GLIPIZIDE XL': 11, 'AMOX TR-POTASSIUM CLAVULANATE': 44, 'FENOFIBRIC ACID': 11, 'BUPROPION XL': 12, 'MELOXICAM': 82, 'ALPRAZOLAM': 20, 'AZITHROMYCIN': 17, 'LOSARTAN-HYDROCHLOROTHIAZIDE': 17, 'BISOPROLOL FUMARATE': 12, 'CLONAZEPAM': 20, 'METFORMIN HCL ER': 85, 'KLOR-CON M20': 14, 'ESCITALOPRAM OXALATE': 32, 'HYDROCODONE-ACETAMINOPHEN': 89, 'HYDROCHLOROTHIAZIDE': 40, 'GEMFIBROZIL': 24, 'DOXAZOSIN MESYLATE': 12, 'FENOFIBRATE': 11, 'PROAIR HFA': 21, 'DILTIAZEM ER': 11, 'GLIPIZIDE': 26, 'DIOVAN': 18, 'BISOPROLOL-HYDROCHLOROTHIAZIDE': 21, 'AMITRIPTYLINE HCL': 19, 'AMLODIPINE BESYLATE': 94, 'SIMVASTATIN': 156, 'IRBESARTAN': 13, 'NIASPAN': 14, 'GLIPIZIDE ER': 24, 'DILTIAZEM 24HR CD': 14, 'FUROSEMIDE': 79, 'TRAMADOL HCL': 65, 'SUCRALFATE': 11, 'LOVASTATIN': 16, 'LISINOPRIL': 140, 'ADVAIR DISKUS': 11, 'TRAZODONE HCL': 28, 'AMOXICILLIN': 33, 'LEVEMIR FLEXPEN': 19, 'OMEPRAZOLE': 158, 'CITALOPRAM HBR': 68, 'CRESTOR': 32, 'AMLODIPINE BESYLATE-BENAZEPRIL': 12, 'CARVEDILOL': 39, 'METOPROLOL SUCCINATE': 31, 'JANUVIA': 31, 'DONEPEZIL HCL': 21, 'CYCLOBENZAPRINE HCL': 28, 'METHYLPREDNISOLONE': 11, 'GABAPENTIN': 94, 'CIPROFLOXACIN HCL': 23, 'ATENOLOL': 26, 'PRAVASTATIN SODIUM': 123, 'ATENOLOL-CHLORTHALIDONE': 11, 'HYDROXYZINE HCL': 14, 'TORSEMIDE': 13, 'VALSARTAN-HYDROCHLOROTHIAZIDE': 42, 'SERTRALINE HCL': 23}","{'settlement_type': 'non-urban', 'generic_rx_count': 3008, 'specialty': 'Medical', 'years_practicing': 7, 'gender': 'F', 'region': 'South', 'brand_name_rx_count': 257}",1134214992
"{'TAMSULOSIN HCL': 48, 'ROPINIROLE HCL': 27, 'PENTOXIFYLLINE': 11, 'LANSOPRAZOLE': 24, 'FAMOTIDINE': 28, 'HYDRALAZINE HCL': 18, 'NOVOFINE': 14, 'LANTUS SOLOSTAR': 47, 'NAPROXEN': 18, 'LEVOTHYROXINE SODIUM': 149, 'DIGOX': 33, 'VALSARTAN-HYDROCHLOROTHIAZIDE': 23, 'METFORMIN HCL': 206, 'CEFDINIR': 25, 'LISINOPRIL-HYDROCHLOROTHIAZIDE': 114, 'CARISOPRODOL': 39, 'MORPHINE SULFATE ER': 96, 'EXFORGE': 14, 'METOCLOPRAMIDE HCL': 36, 'MECLIZINE HCL': 25, 'NYSTATIN': 18, 'LOSARTAN POTASSIUM': 47, 'LANTUS': 40, 'DILTIAZEM 24HR ER': 20, 'PANTOPRAZOLE SODIUM': 50, 'TRIAMTERENE-HCTZ': 34, 'GLIPIZIDE': 28, 'GLYBURIDE': 57, 'CLONIDINE HCL': 54, 'PROMETHAZINE HCL': 128, 'SPIRONOLACTONE': 30, 'QUINAPRIL HCL': 11, 'CEPHALEXIN': 32, 'HYDROXYZINE PAMOATE': 36, 'FLUOXETINE HCL': 28, 'TRIAMTERENE-HYDROCHLOROTHIAZID': 17, 'POTASSIUM CHLORIDE': 122, 'NEXIUM': 85, 'SEROQUEL XR': 15, 'THEOPHYLLINE ANHYDROUS': 13, 'PAROXETINE HCL': 51, 'FUROSEMIDE': 157, 'COLCRYS': 12, 'MIRTAZAPINE': 28, 'BYSTOLIC': 11, 'METOPROLOL SUCCINATE': 12, 'RANITIDINE HCL': 96, 'CYMBALTA': 58, 'NABUMETONE': 21, 'OXYBUTYNIN CHLORIDE': 15, 'SULFAMETHOXAZOLE-TRIMETHOPRIM': 37, 'ALENDRONATE SODIUM': 46, 'CITALOPRAM HBR': 126, 'AMOX TR-POTASSIUM CLAVULANATE': 18, 'BD ULTRA-FINE PEN NEEDLE': 25, 'PENICILLIN V POTASSIUM': 16, 'ISOSORBIDE MONONITRATE ER': 11, 'VALACYCLOVIR': 22, 'ALLOPURINOL': 20, 'IBUPROFEN': 85, 'LORAZEPAM': 55, 'CLOPIDOGREL': 87, 'OXCARBAZEPINE': 20, 'OXYCONTIN': 52, 'SPIRIVA': 34, 'NOVOLOG FLEXPEN': 12, 'METAXALONE': 11, 'ATENOLOL': 35, 'CARVEDILOL': 87, 'POLYETHYLENE GLYCOL 3350': 25, 'LISINOPRIL': 349, 'AZITHROMYCIN': 50, 'PHENYTOIN SODIUM EXTENDED': 33, 'NOVOLIN 70-30': 12, 'AMIODARONE HCL': 29, 'RISPERIDONE': 30, 'CELEBREX': 24, 'CLONAZEPAM': 38, 'INSULIN SYRINGE': 12, 'BUPROPION XL': 17, 'NOVOLOG': 12, 'DIAZEPAM': 58, 'OXYCODONE-ACETAMINOPHEN': 16, 'WARFARIN SODIUM': 64, 'HYDROCODONE-ACETAMINOPHEN': 791, 'HYDROCHLOROTHIAZIDE': 91, 'GEMFIBROZIL': 56, 'LOSARTAN-HYDROCHLOROTHIAZIDE': 23, 'FENOFIBRATE': 20, 'PROAIR HFA': 111, 'TEKTURNA': 17, 'DILTIAZEM ER': 34, 'OXYCODONE HCL': 128, 'OPANA ER': 13, 'BACLOFEN': 68, 'OMEPRAZOLE': 161, 'TIZANIDINE HCL': 77, 'LYRICA': 98, 'AMLODIPINE BESYLATE': 155, 'MELOXICAM': 112, 'PREDNISONE': 21, 'FENTANYL': 11, 'METHOCARBAMOL': 30, 'DETROL LA': 11, 'RAMIPRIL': 17, 'FLUCONAZOLE': 25, 'OXYCODONE HCL-ACETAMINOPHEN': 60, 'TRAMADOL HCL': 35, 'METOPROLOL TARTRATE': 152, 'SUCRALFATE': 14, 'LOVASTATIN': 79, 'PROPRANOLOL HCL': 36, 'SIMVASTATIN': 280, 'ATORVASTATIN CALCIUM': 32, 'ADVAIR DISKUS': 32, 'TRAZODONE HCL': 71, 'IMIPRAMINE HCL': 14, 'AMOXICILLIN': 11, 'LEVEMIR FLEXPEN': 32, 'METHYLPHENIDATE HCL': 11, 'INDAPAMIDE': 14, 'ZOLPIDEM TARTRATE': 103, 'DIGOXIN': 14, 'VERAPAMIL ER': 19, 'DEXILANT': 56, 'DICLOFENAC SODIUM': 27, 'CRESTOR': 21, 'AMLODIPINE BESYLATE-BENAZEPRIL': 18, 'ENDOCET': 33, 'DICYCLOMINE HCL': 15, 'JANUVIA': 46, 'LAMOTRIGINE': 18, 'SYMBICORT': 20, 'AMITRIPTYLINE HCL': 67, 'SERTRALINE HCL': 85, 'QUETIAPINE FUMARATE': 51, 'DONEPEZIL HCL': 29, 'CYCLOBENZAPRINE HCL': 80, 'GLIMEPIRIDE': 72, 'LEVOCETIRIZINE DIHYDROCHLORIDE': 12, 'GABAPENTIN': 174, 'CIPROFLOXACIN HCL': 30, 'MUPIROCIN': 20, 'PRAVASTATIN SODIUM': 20, 'HYDROXYZINE HCL': 32, 'ALPRAZOLAM': 437, 'SINGLE USE SWAB': 15, 'METFORMIN HCL ER': 13, 'FLUTICASONE PROPIONATE': 31, 'KLOR-CON 10': 20, 'MONTELUKAST SODIUM': 117}","{'settlement_type': 'urban', 'generic_rx_count': 7488, 'specialty': 'Family', 'years_practicing': 2, 'gender': 'F', 'region': 'South', 'brand_name_rx_count': 1079}",1386942134
"{'ISOSORBIDE MONONITRATE ER': 24, 'METOPROLOL TARTRATE': 35, 'ATORVASTATIN CALCIUM': 108, 'DILTIAZEM 24HR ER': 12, 'CLOPIDOGREL': 77, 'XARELTO': 19, 'AMLODIPINE BESYLATE': 40, 'HYDRALAZINE HCL': 14, 'SIMVASTATIN': 18, 'WARFARIN SODIUM': 17, 'PRADAXA': 11, 'ATENOLOL': 27, 'HYDROCHLOROTHIAZIDE': 15, 'EFFIENT': 14, 'FUROSEMIDE': 26, 'LISINOPRIL-HYDROCHLOROTHIAZIDE': 12, 'CRESTOR': 28, 'CARVEDILOL': 44, 'LISINOPRIL': 83, 'METOPROLOL SUCCINATE': 56}","{'settlement_type': 'non-urban', 'generic_rx_count': 608, 'specialty': 'Cardiovascular Disease', 'years_practicing': 7, 'gender': 'M', 'region': 'Northeast', 'brand_name_rx_count': 72}",1821040478
{'CICLOPIROX': 15},"{'settlement_type': 'non-urban', 'generic_rx_count': 15, 'specialty': 'Primary Podiatric Medicine', 'years_practicing': 6, 'gender': 'M', 'region': 'Northeast', 'brand_name_rx_count': 0}",1588705859
"{'BUPROPION XL': 74, 'CYMBALTA': 13, 'BUSPIRONE HCL': 20, 'VENLAFAXINE HCL ER': 13, 'LORAZEPAM': 26, 'ESCITALOPRAM OXALATE': 33, 'CITALOPRAM HBR': 15, 'BUPROPION HCL SR': 11, 'ZOLPIDEM TARTRATE': 14, 'MIRTAZAPINE': 16, 'TEMAZEPAM': 22}","{'settlement_type': 'non-urban', 'generic_rx_count': 244, 'specialty': 'Psychiatry', 'years_practicing': 7, 'gender': 'F', 'region': 'Northeast', 'brand_name_rx_count': 13}",1427155480
"{'CALCIUM ACETATE': 34, 'METOLAZONE': 17, 'HYDRALAZINE HCL': 84, 'SENSIPAR': 23, 'AMILORIDE HCL': 11, 'HYDROCODONE-ACETAMINOPHEN': 15, 'HYDROCHLOROTHIAZIDE': 39, 'PREDNISONE': 23, 'MINOXIDIL': 24, 'DILTIAZEM ER': 12, 'METOPROLOL SUCCINATE': 48, 'OMEPRAZOLE': 14, 'METOPROLOL TARTRATE': 36, 'ALLOPURINOL': 32, 'CALCITRIOL': 193, 'AMLODIPINE BESYLATE': 152, 'RENVELA': 92, 'SIMVASTATIN': 31, 'LOSARTAN POTASSIUM': 26, 'NIFEDICAL XL': 17, 'CARVEDILOL': 73, 'NIFEDIPINE ER': 24, 'ISOSORBIDE MONONITRATE': 12, 'POTASSIUM CHLORIDE': 46, 'FUROSEMIDE': 162, 'CLONIDINE HCL': 28, 'MIDODRINE HCL': 12, 'LISINOPRIL': 114, 'DOXAZOSIN MESYLATE': 12}","{'settlement_type': 'non-urban', 'generic_rx_count': 1274, 'specialty': 'Nephrology', 'years_practicing': 7, 'gender': 'M', 'region': 'West', 'brand_name_rx_count': 132}",1740221514
"{'GABAPENTIN': 19, 'SIMVASTATIN': 14, 'HYDROCHLOROTHIAZIDE': 23, 'LEVOTHYROXINE SODIUM': 27, 'AZITHROMYCIN': 16, 'METFORMIN HCL': 11, 'METFORMIN HCL ER': 14, 'PREDNISONE': 16}","{'settlement_type': 'urban', 'generic_rx_count': 140, 'specialty': 'Medical', 'years_practicing': 7, 'gender': 'M', 'region': 'West', 'brand_name_rx_count': 0}",1144285065
{'OMEPRAZOLE': 18},"{'settlement_type': 'non-urban', 'generic_rx_count': 18, 'specialty': 'Family', 'years_practicing': 8, 'gender': 'F', 'region': 'Midwest', 'brand_name_rx_count': 0}",1255325841
"{'PRAVASTATIN SODIUM': 15, 'METFORMIN HCL': 33, 'BD ULTRA-FINE PEN NEEDLE': 14, 'LANTUS SOLOSTAR': 18}","{'settlement_type': 'non-urban', 'generic_rx_count': 48, 'specialty': 'Endocrinology, Diabetes & Metabolism', 'years_practicing': 6, 'gender': 'F', 'region': 'Northeast', 'brand_name_rx_count': 32}",1598959348
"{'GABAPENTIN': 30, 'CIPROFLOXACIN HCL': 29, 'HYDROCODONE BIT-IBUPROFEN': 23, 'IBUPROFEN': 13, 'SULFAMETHOXAZOLE-TRIMETHOPRIM': 11, 'DOXYCYCLINE HYCLATE': 28, 'TRAMADOL HCL': 16, 'HYDROCODONE-ACETAMINOPHEN': 28, 'METHYLPREDNISOLONE': 17}","{'settlement_type': 'non-urban', 'generic_rx_count': 195, 'specialty': 'Foot & Ankle Surgery', 'years_practicing': 8, 'gender': 'M', 'region': 'South', 'brand_name_rx_count': 0}",1942290705
"{'LEVOFLOXACIN': 11, 'TOVIAZ': 11, 'LEVOTHYROXINE SODIUM': 14, 'SULFAMETHOXAZOLE-TRIMETHOPRIM': 14, 'CITALOPRAM HBR': 12, 'BD ULTRA-FINE PEN NEEDLE': 12, 'NEXIUM': 11}","{'settlement_type': 'non-urban', 'generic_rx_count': 51, 'specialty': 'Medical', 'years_practicing': 5, 'gender': 'F', 'region': 'Midwest', 'brand_name_rx_count': 34}",1669636130
"{'BUSPIRONE HCL': 18, 'HYDROXYZINE PAMOATE': 19, 'BUPROPION HCL SR': 12, 'CLONAZEPAM': 61, 'SEROQUEL XR': 12, 'DIAZEPAM': 13, 'PAROXETINE HCL': 50, 'CHLORPROMAZINE HCL': 17, 'MIRTAZAPINE': 40, 'HALOPERIDOL DECANOATE 100': 41, 'FLUPHENAZINE DECANOATE': 26, 'CYMBALTA': 33, 'RISPERDAL CONSTA': 43, 'HALOPERIDOL DECANOATE': 16, 'PERPHENAZINE': 15, 'ZIPRASIDONE HCL': 80, 'BENZTROPINE MESYLATE': 200, 'CITALOPRAM HBR': 91, 'TRAZODONE HCL': 37, 'DIVALPROEX SODIUM ER': 159, 'GABAPENTIN': 16, 'FLUOXETINE HCL': 31, 'INVEGA': 51, 'AMITRIPTYLINE HCL': 15, 'QUETIAPINE FUMARATE': 27, 'OLANZAPINE': 49, 'RISPERIDONE': 115, 'FLUPHENAZINE HCL': 14, 'VIIBRYD': 17, 'SERTRALINE HCL': 64, 'ESCITALOPRAM OXALATE': 52, 'HALOPERIDOL': 45, 'VENLAFAXINE HCL ER': 39, 'LITHIUM CARBONATE': 50, 'INVEGA SUSTENNA': 66, 'ABILIFY': 38, 'ALPRAZOLAM': 38, 'TOPIRAMATE': 14}","{'settlement_type': 'urban', 'generic_rx_count': 1464, 'specialty': 'Psychiatry', 'years_practicing': 7, 'gender': 'M', 'region': 'Midwest', 'brand_name_rx_count': 260}",1144266446
{'AMOXICILLIN': 11},"{'settlement_type': 'non-urban', 'generic_rx_count': 11, 'specialty': 'General Practice', 'years_practicing': 4, 'gender': 'F', 'region': 'Northeast', 'brand_name_rx_count': 0}",1396079794
{'EVISTA': 11},"{'settlement_type': 'non-urban', 'generic_rx_count': 0, 'specialty': ""Women's Health"", 'years_practicing': 3, 'gender': 'F', 'region': 'Midwest', 'brand_name_rx_count': 11}",1063742419
{'AMOXICILLIN': 13},"{'settlement_type': 'non-urban', 'generic_rx_count': 13, 'specialty': 'General Practice', 'years_practicing': 1, 'gender': 'M', 'region': 'South', 'brand_name_rx_count': 0}",1164796025
{'CYMBALTA': 11},"{'settlement_type': 'urban', 'generic_rx_count': 0, 'specialty': 'Psychiatry', 'years_practicing': 7, 'gender': 'M', 'region': 'South', 'brand_name_rx_count': 11}",1518051341
"{'RANITIDINE HCL': 11, 'OMEPRAZOLE': 179, 'METOCLOPRAMIDE HCL': 18, 'NEXIUM': 21, 'PENTASA': 15, 'SULFASALAZINE': 13, 'SPIRONOLACTONE': 14, 'AZATHIOPRINE': 15, 'PROPRANOLOL HCL': 16, 'PANTOPRAZOLE SODIUM': 128}","{'settlement_type': 'urban', 'generic_rx_count': 394, 'specialty': 'Gastroenterology', 'years_practicing': 7, 'gender': 'F', 'region': 'Midwest', 'brand_name_rx_count': 36}",1992805832
{'AMOXICILLIN': 14},"{'settlement_type': 'non-urban', 'generic_rx_count': 14, 'specialty': 'General Practice', 'years_practicing': 6, 'gender': 'M', 'region': 'South', 'brand_name_rx_count': 0}",1023164746
"{'CARVEDILOL': 12, 'METOPROLOL SUCCINATE': 65, 'METOPROLOL TARTRATE': 12, 'WARFARIN SODIUM': 16, 'LISINOPRIL': 17, 'CLOPIDOGREL': 24, 'AMLODIPINE BESYLATE': 14, 'CRESTOR': 11, 'ATORVASTATIN CALCIUM': 20, 'LOSARTAN POTASSIUM': 13, 'DILTIAZEM 24HR ER': 11}","{'settlement_type': 'non-urban', 'generic_rx_count': 204, 'specialty': 'Cardiovascular Disease', 'years_practicing': 8, 'gender': 'M', 'region': 'South', 'brand_name_rx_count': 11}",1003816836
{'AMOXICILLIN': 13},"{'settlement_type': 'urban', 'generic_rx_count': 13, 'specialty': 'General Practice', 'years_practicing': 6, 'gender': 'M', 'region': 'South', 'brand_name_rx_count': 0}",1912197849
"{'CLOPIDOGREL': 15, 'HYDROCODONE-ACETAMINOPHEN': 25, 'AMITRIPTYLINE HCL': 12}","{'settlement_type': 'non-urban', 'generic_rx_count': 52, 'specialty': 'Surgical Technologist', 'years_practicing': 7, 'gender': 'M', 'region': 'South', 'brand_name_rx_count': 0}",1104888007
"{'PRAVASTATIN SODIUM': 45, 'TACROLIMUS': 18, 'LEVOTHYROXINE SODIUM': 15, 'MATZIM LA': 13, 'ENALAPRIL MALEATE': 14, 'PREDNISONE': 60, 'MYCOPHENOLATE MOFETIL': 14, 'DILTIAZEM 24HR CD': 15, 'DOXAZOSIN MESYLATE': 17, 'CYCLOSPORINE MODIFIED': 12, 'FUROSEMIDE': 23, 'AZATHIOPRINE': 11, 'METOPROLOL SUCCINATE': 23}","{'settlement_type': 'non-urban', 'generic_rx_count': 267, 'specialty': 'Adult Health', 'years_practicing': 7, 'gender': 'F', 'region': 'Northeast', 'brand_name_rx_count': 13}",1861582223
"{'AMOXICILLIN': 22, 'CLINDAMYCIN HCL': 15, 'PENICILLIN V POTASSIUM': 21}","{'settlement_type': 'non-urban', 'generic_rx_count': 58, 'specialty': 'General Practice', 'years_practicing': 8, 'gender': 'M', 'region': 'Northeast', 'brand_name_rx_count': 0}",1659355873
"{'CLONAZEPAM': 331, 'PERPHENAZINE': 21, 'DIAZEPAM': 24, 'CLOMIPRAMINE HCL': 29, 'ESCITALOPRAM OXALATE': 286, 'OLANZAPINE ODT': 36, 'BENZTROPINE MESYLATE': 43, 'ZOLPIDEM TARTRATE ER': 37, 'SERTRALINE HCL': 124, 'BUSPIRONE HCL': 36, 'CLOZAPINE': 26, 'AMITRIPTYLINE HCL': 42, 'QUETIAPINE FUMARATE': 171, 'OLANZAPINE': 79, 'BUPROPION HCL SR': 68, 'VIIBRYD': 15, 'NUVIGIL': 16, 'LUNESTA': 13, 'LITHIUM CARBONATE': 38, 'ZALEPLON': 26, 'ABILIFY': 160, 'ALPRAZOLAM': 108, 'HYDROXYZINE PAMOATE': 65, 'FLUOXETINE HCL': 98, 'SEROQUEL XR': 71, 'PAROXETINE HCL': 44, 'MIRTAZAPINE': 63, 'CYMBALTA': 99, 'PRISTIQ ER': 16, 'ZIPRASIDONE HCL': 56, 'CITALOPRAM HBR': 115, 'TRAZODONE HCL': 192, 'ZOLPIDEM TARTRATE': 131, 'DIVALPROEX SODIUM ER': 45, 'TEMAZEPAM': 51, 'LORAZEPAM': 233, 'MODAFINIL': 39, 'RISPERIDONE': 118, 'BUPROPION HCL': 32, 'METHYLPHENIDATE ER': 33, 'GABAPENTIN': 25, 'BUPROPION XL': 80, 'HALOPERIDOL': 14, 'VENLAFAXINE HCL ER': 99, 'VENLAFAXINE HCL': 17, 'LAMOTRIGINE': 147, 'LYRICA': 15}","{'settlement_type': 'urban', 'generic_rx_count': 3222, 'specialty': 'Psychiatry', 'years_practicing': 6, 'gender': 'M', 'region': 'Midwest', 'brand_name_rx_count': 405}",1215144340
"{'RISPERIDONE': 77, 'TRIFLUOPERAZINE HCL': 158, 'CLONAZEPAM': 52, 'TRIHEXYPHENIDYL HCL': 99, 'PERPHENAZINE': 123, 'PAROXETINE HCL': 28, 'CLONIDINE HCL': 24, 'CHLORPROMAZINE HCL': 174, 'MIRTAZAPINE': 26, 'THIOTHIXENE': 93, 'DIVALPROEX SODIUM': 58, 'ZIPRASIDONE HCL': 41, 'BENZTROPINE MESYLATE': 146, 'CITALOPRAM HBR': 12, 'TRAZODONE HCL': 300, 'ZOLPIDEM TARTRATE': 86, 'DIVALPROEX SODIUM ER': 12, 'FLUOXETINE HCL': 207, 'INVEGA': 15, 'CLOZAPINE': 13, 'ZONISAMIDE': 11, 'QUETIAPINE FUMARATE': 79, 'OLANZAPINE': 97, 'OXCARBAZEPINE': 18, 'DONEPEZIL HCL': 11, 'SERTRALINE HCL': 50, 'BUPROPION XL': 17, 'HALOPERIDOL': 41, 'FLUVOXAMINE MALEATE': 12, 'LAMOTRIGINE': 39, 'ABILIFY': 24, 'PROPRANOLOL HCL': 12}","{'settlement_type': 'non-urban', 'generic_rx_count': 2116, 'specialty': 'Psychiatry', 'years_practicing': 8, 'gender': 'M', 'region': 'West', 'brand_name_rx_count': 39}",1831174358
"{'CLONAZEPAM': 21, 'GABAPENTIN': 17, 'OXCARBAZEPINE': 14, 'ZOLPIDEM TARTRATE ER': 14, 'QUETIAPINE FUMARATE': 12, 'ESCITALOPRAM OXALATE': 14, 'AMPHETAMINE SALT COMBO': 31, 'BUPROPION HCL': 14, 'METHYLPHENIDATE HCL': 13, 'SERTRALINE HCL': 18, 'BUPROPION XL': 12, 'CYMBALTA': 28, 'VENLAFAXINE HCL ER': 34, 'VENLAFAXINE HCL': 22, 'VYVANSE': 16, 'CITALOPRAM HBR': 34, 'TRAZODONE HCL': 60, 'ZOLPIDEM TARTRATE': 20, 'ABILIFY': 25, 'ALPRAZOLAM': 35, 'TEMAZEPAM': 19}","{'settlement_type': 'non-urban', 'generic_rx_count': 373, 'specialty': ""Women's Health"", 'years_practicing': 1, 'gender': 'F', 'region': 'South', 'brand_name_rx_count': 100}",1457626764
"{'RISPERIDONE': 97, 'TRIFLUOPERAZINE HCL': 13, 'CLONAZEPAM': 63, 'PERPHENAZINE': 31, 'PAROXETINE HCL': 143, 'MIRTAZAPINE': 99, 'ESCITALOPRAM OXALATE': 74, 'CYMBALTA': 18, 'FLUOXETINE HCL': 61, 'HALOPERIDOL DECANOATE': 22, 'PRAZOSIN HCL': 44, 'BENZTROPINE MESYLATE': 89, 'ZIPRASIDONE HCL': 25, 'CITALOPRAM HBR': 78, 'TRAZODONE HCL': 249, 'ZOLPIDEM TARTRATE': 34, 'CARBAMAZEPINE': 11, 'SERTRALINE HCL': 80, 'DIVALPROEX SODIUM': 23, 'LORAZEPAM': 139, 'QUETIAPINE FUMARATE': 168, 'OLANZAPINE': 151, 'BUPROPION HCL SR': 21, 'FLUPHENAZINE HCL': 26, 'GABAPENTIN': 13, 'VENLAFAXINE HCL ER': 46, 'LITHIUM CARBONATE': 56, 'ABILIFY': 95, 'LATUDA': 13}","{'settlement_type': 'non-urban', 'generic_rx_count': 1856, 'specialty': 'Psychiatry', 'years_practicing': 7, 'gender': 'M', 'region': 'West', 'brand_name_rx_count': 126}",1477581379
"{'CLINDAMYCIN HCL': 12, 'CHLORHEXIDINE GLUCONATE': 11}","{'settlement_type': 'urban', 'generic_rx_count': 23, 'specialty': 'General Practice', 'years_practicing': 7, 'gender': 'M', 'region': 'South', 'brand_name_rx_count': 0}",1043391691
"{'TRAZODONE HCL': 18, 'MIRTAZAPINE': 18, 'DEXTROAMPHETAMINE-AMPHETAMINE': 15}","{'settlement_type': 'non-urban', 'generic_rx_count': 51, 'specialty': 'Psychiatry', 'years_practicing': 7, 'gender': 'M', 'region': 'Northeast', 'brand_name_rx_count': 0}",1306936430
"{'CEPHALEXIN': 11, 'LEVOFLOXACIN': 17, 'OMEPRAZOLE': 11, 'PREDNISONE': 12, 'HYDROCODONE-ACETAMINOPHEN': 11, 'FUROSEMIDE': 22, 'CLOPIDOGREL': 15, 'CARVEDILOL': 15, 'SPIRONOLACTONE': 11, 'CEFUROXIME': 12, 'LISINOPRIL': 17}","{'settlement_type': 'non-urban', 'generic_rx_count': 154, 'specialty': 'Family', 'years_practicing': 7, 'gender': 'F', 'region': 'West', 'brand_name_rx_count': 0}",1831103159
{'HYDROCODONE-ACETAMINOPHEN': 49},"{'settlement_type': 'urban', 'generic_rx_count': 49, 'specialty': 'Medical', 'years_practicing': 7, 'gender': 'M', 'region': 'West', 'brand_name_rx_count': 0}",1497847859
"{'BUSPIRONE HCL': 12, 'RISPERIDONE': 51, 'TRIFLUOPERAZINE HCL': 19, 'CLONAZEPAM': 115, 'SEROQUEL XR': 73, 'DONEPEZIL HCL': 39, 'LATUDA': 11, 'NAMENDA': 39, 'CLORAZEPATE DIPOTASSIUM': 17, 'MIRTAZAPINE': 205, 'OXYCODONE HCL': 24, 'ZOLPIDEM TARTRATE': 58, 'ESCITALOPRAM OXALATE': 172, 'CYMBALTA': 206, 'FLUOXETINE HCL': 82, 'PRISTIQ ER': 23, 'DRONABINOL': 11, 'BENZTROPINE MESYLATE': 22, 'CITALOPRAM HBR': 32, 'TRAZODONE HCL': 91, 'PAROXETINE HCL': 51, 'DIVALPROEX SODIUM ER': 48, 'ALPRAZOLAM ER': 20, 'DIVALPROEX SODIUM': 11, 'CLOZAPINE': 24, 'SEROQUEL': 30, 'LORAZEPAM': 37, 'QUETIAPINE FUMARATE': 94, 'OLANZAPINE': 42, 'BUPROPION HCL SR': 20, 'OXYCONTIN': 24, 'HYDROCODONE-ACETAMINOPHEN': 14, 'LAMICTAL': 26, 'SERTRALINE HCL': 20, 'VENLAFAXINE HCL ER': 75, 'FLUVOXAMINE MALEATE': 12, 'LITHIUM CARBONATE': 14, 'LAMOTRIGINE': 91, 'ABILIFY': 94, 'ALPRAZOLAM': 185, 'TOPIRAMATE': 14}","{'settlement_type': 'non-urban', 'generic_rx_count': 1722, 'specialty': 'Psychiatry', 'years_practicing': 8, 'gender': 'M', 'region': 'South', 'brand_name_rx_count': 526}",1144202318
"{'CLOPIDOGREL': 12, 'METOPROLOL TARTRATE': 15, 'BENAZEPRIL HCL': 16, 'FUROSEMIDE': 17}","{'settlement_type': 'urban', 'generic_rx_count': 60, 'specialty': 'Cardiovascular Disease', 'years_practicing': 6, 'gender': 'F', 'region': 'South', 'brand_name_rx_count': 0}",1396932299
{'OMEPRAZOLE': 11},"{'settlement_type': 'non-urban', 'generic_rx_count': 11, 'specialty': 'Gastroenterology', 'years_practicing': 8, 'gender': 'M', 'region': 'South', 'brand_name_rx_count': 0}",1770581837
"{'CLOBETASOL PROPIONATE': 11, 'BENICAR HCT': 11, 'HYDROCODONE-ACETAMINOPHEN': 12}","{'settlement_type': 'urban', 'generic_rx_count': 23, 'specialty': 'MOHS-Micrographic Surgery', 'years_practicing': 7, 'gender': 'M', 'region': 'South', 'brand_name_rx_count': 11}",1396777124
{'AMOXICILLIN': 15},"{'settlement_type': 'urban', 'generic_rx_count': 15, 'specialty': 'General Practice', 'years_practicing': 5, 'gender': 'M', 'region': 'West', 'brand_name_rx_count': 0}",1235309402
